amount_inr,payment_method,bank,failure_reason,day_of_month,customer_past_failures,customer_tenure_days,is_salary_window,high_value_txn,repeat_failer,actual_recovered,recovery_score,recommended_action,expected_value_inr,reasoning,retry_date,customer_message
936.62,Debit Card,Kotak,bank_timeout,15,2,10,0,0,0,1,0.55286026,RETRY_NOW,515.82,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
6119.29,UPI,Axis,insufficient_funds,9,1,295,0,0,0,1,0.5527638,RETRY_SCHEDULED,3380.52,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
163.47,Netbanking,Axis,insufficient_funds,9,1,503,0,0,0,0,0.5522996,RETRY_SCHEDULED,88.28,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
605.54,Credit Card,ICICI,otp_failure,26,0,353,0,0,0,0,0.5520751,RETRY_NOW,332.3,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
4320.28,Wallet,HDFC,insufficient_funds,27,0,74,0,0,0,1,0.551694,RETRY_SCHEDULED,2381.47,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
246.99,Debit Card,Kotak,insufficient_funds,9,0,696,0,0,0,0,0.5514772,RETRY_SCHEDULED,134.21,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1578.45,Credit Card,IDFC,insufficient_funds,19,0,670,0,0,0,0,0.5513555,RETRY_SCHEDULED,868.29,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
31.67,Wallet,Yes Bank,otp_failure,16,2,523,0,0,0,1,0.5509794,RETRY_NOW,15.45,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1433.47,Credit Card,Kotak,network_error,21,3,179,0,0,1,1,0.5498849,RETRY_NOW,786.24,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
264.85,Debit Card,IDFC,otp_failure,27,0,147,0,0,0,0,0.5495361,RETRY_NOW,143.54,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
321.34,Credit Card,SBI,insufficient_funds,17,1,873,0,0,0,1,0.54800534,RETRY_SCHEDULED,174.1,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
305.16,Wallet,HDFC,insufficient_funds,12,0,530,0,0,0,0,0.5479587,RETRY_SCHEDULED,165.22,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
221.7,Debit Card,Kotak,insufficient_funds,27,1,872,0,0,0,1,0.54777676,RETRY_SCHEDULED,119.44,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
603.29,Credit Card,HDFC,otp_failure,17,2,308,0,0,0,1,0.54769003,RETRY_NOW,328.42,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
344.98,Wallet,SBI,otp_failure,4,2,278,1,0,0,1,0.5476248,RETRY_NOW,186.92,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
626.62,Debit Card,ICICI,insufficient_funds,18,0,785,0,0,0,1,0.5471237,RETRY_SCHEDULED,340.84,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
559.83,Debit Card,ICICI,insufficient_funds,3,1,887,1,0,0,0,0.54660195,RETRY_SCHEDULED,304.0,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1427.04,Debit Card,Axis,bank_timeout,5,4,220,1,0,1,1,0.54657567,RETRY_NOW,777.99,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
277.7,Netbanking,Axis,insufficient_funds,24,2,553,0,0,0,0,0.5464716,RETRY_SCHEDULED,149.76,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1203.08,Credit Card,HDFC,bank_timeout,30,3,606,1,0,1,1,0.54626685,RETRY_NOW,655.2,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
477.8,UPI,PNB,insufficient_funds,19,0,812,0,0,0,1,0.5461395,RETRY_SCHEDULED,258.95,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
7374.29,Netbanking,Axis,insufficient_funds,2,3,557,1,0,1,1,0.54602605,RETRY_SCHEDULED,4024.55,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
436.5,Wallet,PNB,network_error,2,3,153,1,0,1,1,0.54556453,RETRY_NOW,236.14,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
177.75,Credit Card,Kotak,otp_failure,11,1,111,0,0,0,1,0.54546,RETRY_NOW,94.96,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
599.45,Debit Card,PNB,insufficient_funds,18,0,400,0,0,0,1,0.54489833,RETRY_SCHEDULED,324.64,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1081.64,Netbanking,SBI,insufficient_funds,8,0,821,0,0,0,1,0.5446247,RETRY_SCHEDULED,587.09,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1469.41,Wallet,Kotak,network_error,25,1,19,0,0,0,0,0.5440121,RETRY_NOW,797.38,Network Error is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
300.71,Wallet,IDFC,bank_timeout,18,3,341,0,0,1,1,0.5433571,RETRY_NOW,161.39,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
6668.59,Debit Card,SBI,otp_failure,30,1,9,1,0,0,1,0.5422261,RETRY_NOW,3613.88,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
391.71,Wallet,ICICI,insufficient_funds,24,1,600,0,0,0,0,0.5414546,RETRY_SCHEDULED,210.09,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1015.63,Wallet,IDFC,insufficient_funds,18,0,372,0,0,0,0,0.5410814,RETRY_SCHEDULED,547.54,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
3926.45,UPI,ICICI,otp_failure,13,1,133,0,0,0,0,0.5407978,RETRY_NOW,2121.42,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
549.94,Debit Card,PNB,insufficient_funds,16,1,540,0,0,0,1,0.5406324,RETRY_SCHEDULED,295.32,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
140.14,UPI,SBI,otp_failure,30,2,52,1,0,0,0,0.5403014,RETRY_NOW,73.72,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
306.32,Netbanking,IDFC,insufficient_funds,13,2,380,0,0,0,0,0.53981453,RETRY_SCHEDULED,163.36,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
20091.47,UPI,IDFC,otp_failure,19,1,734,0,1,0,1,0.5394911,RETRY_NOW,10837.17,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
922.96,Debit Card,SBI,insufficient_funds,21,1,328,0,0,0,1,0.5383023,RETRY_SCHEDULED,494.83,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
682.75,UPI,HDFC,insufficient_funds,17,0,383,0,0,0,0,0.53827083,RETRY_SCHEDULED,365.5,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
2395.85,Credit Card,IDFC,insufficient_funds,10,1,321,0,0,0,0,0.53749526,RETRY_SCHEDULED,1285.76,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
474.71,Credit Card,HDFC,otp_failure,22,1,111,0,0,0,0,0.53737223,RETRY_NOW,253.1,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
407.27,Credit Card,Yes Bank,insufficient_funds,1,3,4,1,0,1,0,0.5373145,RETRY_SCHEDULED,216.83,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
504.61,UPI,Kotak,invalid_cvv,30,1,754,1,0,0,0,0.53661335,REQUEST_UPDATE,265.78,Invalid Cvv needs the customer to fix their payment method — retrying won't help.,,Your payment didn't go through. Please update your card details to complete this payment.
213.56,Netbanking,Axis,otp_failure,14,0,265,0,0,0,1,0.53637624,RETRY_NOW,112.55,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
455.85,Debit Card,ICICI,bank_timeout,3,3,457,1,0,1,0,0.5363146,RETRY_NOW,242.48,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
109.1,Credit Card,ICICI,insufficient_funds,10,0,694,0,0,0,0,0.5356729,RETRY_SCHEDULED,56.44,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
938.14,Debit Card,PNB,insufficient_funds,24,2,842,0,0,0,1,0.535058,RETRY_SCHEDULED,499.96,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1972.06,Wallet,IDFC,otp_failure,17,4,649,0,0,1,0,0.5349728,RETRY_NOW,1053.0,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
3226.44,Wallet,Kotak,insufficient_funds,19,1,201,0,0,0,1,0.5348844,RETRY_SCHEDULED,1723.77,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
184.59,Wallet,Axis,insufficient_funds,23,1,789,0,0,0,0,0.53466934,RETRY_SCHEDULED,96.69,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
420.45,UPI,Yes Bank,otp_failure,12,1,243,0,0,0,1,0.53357905,RETRY_NOW,222.34,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
452.59,Netbanking,PNB,insufficient_funds,20,0,567,0,0,0,0,0.5333537,RETRY_SCHEDULED,239.39,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1667.92,Netbanking,Axis,insufficient_funds,11,1,799,0,0,0,1,0.5331514,RETRY_SCHEDULED,887.25,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
401.55,Netbanking,HDFC,otp_failure,4,1,887,1,0,0,0,0.53261745,RETRY_NOW,211.87,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
194.96,Debit Card,HDFC,insufficient_funds,10,0,367,0,0,0,1,0.5322033,RETRY_SCHEDULED,101.76,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
260.66,Credit Card,SBI,insufficient_funds,21,3,762,0,0,1,1,0.531921,RETRY_SCHEDULED,136.65,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
316.28,Wallet,HDFC,bank_timeout,5,4,675,1,0,1,1,0.5318731,RETRY_NOW,166.22,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
305.55,Credit Card,Yes Bank,bank_timeout,12,3,109,0,0,1,0,0.5318146,RETRY_NOW,160.5,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
332.13,Netbanking,ICICI,insufficient_funds,25,1,800,0,0,0,0,0.53158957,RETRY_SCHEDULED,174.56,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
80.96,UPI,Kotak,insufficient_funds,25,1,492,0,0,0,0,0.5315702,RETRY_SCHEDULED,41.04,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
184.96,Wallet,Axis,otp_failure,24,0,12,0,0,0,1,0.5305115,RETRY_NOW,96.12,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1530.91,Netbanking,HDFC,insufficient_funds,24,1,516,0,0,0,0,0.52974665,RETRY_SCHEDULED,808.99,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1237.13,UPI,Axis,insufficient_funds,15,1,151,0,0,0,0,0.52955973,RETRY_SCHEDULED,653.13,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
271.17,Wallet,ICICI,insufficient_funds,17,0,602,0,0,0,1,0.5293273,RETRY_SCHEDULED,141.54,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
883.31,Credit Card,Kotak,insufficient_funds,24,2,491,0,0,0,1,0.5286953,RETRY_SCHEDULED,465.0,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1299.72,Netbanking,IDFC,insufficient_funds,10,1,227,0,0,0,0,0.5281915,RETRY_SCHEDULED,684.5,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
191.87,Wallet,Kotak,insufficient_funds,12,0,490,0,0,0,0,0.5281539,RETRY_SCHEDULED,99.34,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
195.29,Debit Card,ICICI,insufficient_funds,19,1,477,0,0,0,1,0.52764153,RETRY_SCHEDULED,101.04,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
324.37,Netbanking,SBI,insufficient_funds,20,2,451,0,0,0,1,0.526515,RETRY_SCHEDULED,168.79,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1403.24,Netbanking,ICICI,insufficient_funds,30,4,475,1,0,1,1,0.52621835,RETRY_SCHEDULED,736.41,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
481.58,Wallet,SBI,insufficient_funds,11,0,652,0,0,0,0,0.526122,RETRY_SCHEDULED,251.37,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1546.52,UPI,PNB,insufficient_funds,13,1,155,0,0,0,0,0.5259546,RETRY_SCHEDULED,811.4,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
588.23,Debit Card,HDFC,insufficient_funds,26,0,518,0,0,0,1,0.5246009,RETRY_SCHEDULED,306.59,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
243.48,Debit Card,Yes Bank,otp_failure,29,1,699,1,0,0,1,0.52447534,RETRY_NOW,125.7,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
164.44,Debit Card,HDFC,insufficient_funds,16,0,528,0,0,0,1,0.52441484,RETRY_SCHEDULED,84.23,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
2357.95,Netbanking,SBI,otp_failure,27,2,394,0,0,0,1,0.5239674,RETRY_NOW,1233.49,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
690.35,Debit Card,Kotak,insufficient_funds,26,1,456,0,0,0,0,0.5237079,RETRY_SCHEDULED,359.54,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1028.96,Debit Card,SBI,insufficient_funds,8,0,400,0,0,0,0,0.5234824,RETRY_SCHEDULED,536.64,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
72.59,Credit Card,Axis,otp_failure,14,1,147,0,0,0,0,0.52299255,RETRY_NOW,35.96,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
676.37,Credit Card,HDFC,otp_failure,26,2,139,0,0,0,1,0.522847,RETRY_NOW,351.64,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
614.29,Debit Card,IDFC,insufficient_funds,23,2,418,0,0,0,0,0.5223267,RETRY_SCHEDULED,318.86,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
257.02,UPI,PNB,insufficient_funds,6,2,246,0,0,0,0,0.5220652,RETRY_SCHEDULED,132.18,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1161.93,UPI,PNB,insufficient_funds,21,1,797,0,0,0,1,0.52188504,RETRY_SCHEDULED,604.39,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
346.64,UPI,PNB,insufficient_funds,25,1,674,0,0,0,1,0.5215807,RETRY_SCHEDULED,178.8,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
770.27,Netbanking,HDFC,insufficient_funds,16,1,674,0,0,0,1,0.52124316,RETRY_SCHEDULED,399.5,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
944.66,Debit Card,Axis,insufficient_funds,10,1,624,0,0,0,1,0.5212219,RETRY_SCHEDULED,490.38,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
240.02,UPI,Kotak,otp_failure,3,2,39,1,0,0,1,0.5208841,RETRY_NOW,123.02,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
792.68,Debit Card,SBI,otp_failure,3,2,108,1,0,0,1,0.5203998,RETRY_NOW,410.51,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1124.24,Netbanking,SBI,insufficient_funds,24,1,733,0,0,0,0,0.51774937,RETRY_SCHEDULED,580.07,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
404.83,Netbanking,SBI,insufficient_funds,11,1,644,0,0,0,1,0.5174087,RETRY_SCHEDULED,207.46,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
2485.68,UPI,Kotak,insufficient_funds,10,1,364,0,0,0,1,0.5172509,RETRY_SCHEDULED,1283.72,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
647.85,UPI,Yes Bank,otp_failure,15,2,353,0,0,0,1,0.5172305,RETRY_NOW,333.09,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
345.29,Debit Card,IDFC,insufficient_funds,19,0,526,0,0,0,0,0.5170492,RETRY_SCHEDULED,176.53,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
596.89,Credit Card,Kotak,insufficient_funds,16,0,456,0,0,0,0,0.5165738,RETRY_SCHEDULED,306.34,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
3172.75,Netbanking,SBI,insufficient_funds,10,1,446,0,0,0,1,0.5157126,RETRY_SCHEDULED,1634.23,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
576.03,Netbanking,HDFC,insufficient_funds,23,2,559,0,0,0,0,0.51568216,RETRY_SCHEDULED,295.05,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1112.45,Credit Card,PNB,insufficient_funds,19,2,564,0,0,0,1,0.5152657,RETRY_SCHEDULED,571.21,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
431.26,UPI,SBI,insufficient_funds,20,0,500,0,0,0,1,0.5144157,RETRY_SCHEDULED,219.85,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1092.86,Wallet,ICICI,bank_timeout,19,3,408,0,0,1,0,0.5143905,RETRY_NOW,560.16,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
460.64,UPI,Yes Bank,insufficient_funds,17,1,456,0,0,0,0,0.513724,RETRY_SCHEDULED,234.64,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
677.21,Wallet,ICICI,insufficient_funds,18,2,542,0,0,0,0,0.51245916,RETRY_SCHEDULED,345.04,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
398.55,UPI,SBI,otp_failure,29,2,40,1,0,0,1,0.5111524,RETRY_NOW,201.72,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1730.75,Wallet,IDFC,insufficient_funds,27,1,460,0,0,0,1,0.5111261,RETRY_SCHEDULED,882.63,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
469.57,UPI,ICICI,insufficient_funds,16,0,475,0,0,0,0,0.5109767,RETRY_SCHEDULED,237.94,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
469.54,Wallet,IDFC,insufficient_funds,19,0,602,0,0,0,0,0.5103324,RETRY_SCHEDULED,237.62,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
2019.72,Credit Card,SBI,insufficient_funds,14,1,317,0,0,0,0,0.50888413,RETRY_SCHEDULED,1025.8,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
771.83,Wallet,HDFC,otp_failure,20,1,849,0,0,0,1,0.5087088,RETRY_NOW,390.64,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
1793.86,Credit Card,HDFC,insufficient_funds,25,0,533,0,0,0,1,0.5081606,RETRY_SCHEDULED,909.57,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
165.41,UPI,Axis,insufficient_funds,17,0,26,0,0,0,0,0.5076413,RETRY_SCHEDULED,81.97,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
894.6,Debit Card,ICICI,insufficient_funds,10,0,567,0,0,0,1,0.5071962,RETRY_SCHEDULED,451.74,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
116.05,Netbanking,Axis,insufficient_funds,6,0,236,0,0,0,1,0.50684524,RETRY_SCHEDULED,56.82,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
854.9,UPI,HDFC,insufficient_funds,6,1,651,0,0,0,0,0.50678277,RETRY_SCHEDULED,431.25,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
320.87,Debit Card,PNB,insufficient_funds,10,0,250,0,0,0,0,0.506107,RETRY_SCHEDULED,160.39,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
678.42,Credit Card,ICICI,bank_timeout,4,3,226,1,0,1,0,0.50604063,RETRY_NOW,341.31,Bank Timeout is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
475.12,Wallet,HDFC,otp_failure,6,1,82,0,0,0,1,0.5059844,RETRY_NOW,238.4,Otp Failure is usually transient — high chance of success on immediate retry.,,We'll automatically retry your payment shortly — no action needed.
986.67,UPI,ICICI,insufficient_funds,8,1,192,0,0,0,0,0.50477856,RETRY_SCHEDULED,496.05,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
359.14,Netbanking,PNB,insufficient_funds,15,0,219,0,0,0,0,0.5044576,RETRY_SCHEDULED,179.17,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
2408.59,Wallet,SBI,insufficient_funds,17,0,154,0,0,0,0,0.5043262,RETRY_SCHEDULED,1212.72,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
294.56,Debit Card,PNB,insufficient_funds,8,3,780,0,0,1,0,0.5035074,RETRY_SCHEDULED,146.31,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
1478.05,UPI,IDFC,insufficient_funds,16,1,736,0,0,0,0,0.5028392,RETRY_SCHEDULED,741.22,Insufficient Funds recovers best after a 4-day delay (e.g. next salary credit).,Sep 02,We'll retry your payment on Sep 02. You can also pay now via a different method.
